County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Good_to_Moderate_Ratio,Unhealthy_Days_Percentage
Martin,1984,195.0,115.0,55.0,20.0,5.0,0.0,0.0,177.0,112.0,47.0,0.0,0.0,195.0,0.0,0.0,2.090909090909091,12.82051282051282
Montgomery,1984,217.0,112.0,68.0,29.0,8.0,0.0,0.0,177.0,122.0,49.0,0.0,0.0,217.0,0.0,0.0,1.6470588235294117,17.050691244239633
Person,1984,205.0,117.0,62.0,23.0,3.0,0.0,0.0,164.0,108.0,48.0,0.0,0.0,205.0,0.0,0.0,1.8870967741935485,12.682926829268293
Robeson,1984,212.0,131.0,63.0,16.0,2.0,0.0,0.0,159.0,97.0,46.0,0.0,0.0,212.0,0.0,0.0,2.0793650793650795,8.49056603773585
Alexander,1985,214.0,111.0,80.0,23.0,0.0,0.0,0.0,147.0,101.0,50.0,0.0,0.0,214.0,0.0,0.0,1.3875,10.74766355140187
Davie,1985,195.0,115.0,63.0,14.0,3.0,0.0,0.0,172.0,97.0,46.0,0.0,0.0,195.0,0.0,0.0,1.8253968253968254,8.717948717948717
Durham,1985,333.0,250.0,76.0,2.0,5.0,0.0,0.0,166.0,68.0,36.0,333.0,0.0,0.0,0.0,0.0,3.289473684210526,2.1021021021021022
Edgecombe,1985,219.0,111.0,74.0,31.0,3.0,0.0,0.0,169.0,112.0,50.0,0.0,0.0,219.0,0.0,0.0,1.5,15.52511415525114
Forsyth,1985,365.0,267.0,72.0,25.0,1.0,0.0,0.0,187.0,90.0,41.0,54.0,130.0,181.0,0.0,0.0,3.7083333333333335,7.123287671232877
Granville,1985,186.0,100.0,59.0,25.0,2.0,0.0,0.0,166.0,112.0,49.0,0.0,0.0,186.0,0.0,0.0,1.694915254237288,14.516129032258066
Guilford,1985,183.0,81.0,64.0,35.0,3.0,0.0,0.0,187.0,126.0,58.0,0.0,0.0,183.0,0.0,0.0,1.265625,20.76502732240437
Johnston,1985,190.0,121.0,51.0,18.0,0.0,0.0,0.0,150.0,100.0,46.0,0.0,0.0,190.0,0.0,0.0,2.372549019607843,9.473684210526317
Lincoln,1985,207.0,108.0,75.0,22.0,2.0,0.0,0.0,182.0,101.0,49.0,0.0,0.0,207.0,0.0,0.0,1.44,11.594202898550725
Martin,1985,194.0,120.0,59.0,14.0,1.0,0.0,0.0,164.0,97.0,46.0,0.0,0.0,194.0,0.0,0.0,2.0338983050847457,7.731958762886598
Person,1985,199.0,122.0,57.0,17.0,3.0,0.0,0.0,177.0,101.0,45.0,0.0,0.0,199.0,0.0,0.0,2.1403508771929824,10.050251256281408
Robeson,1985,210.0,129.0,62.0,14.0,5.0,0.0,0.0,195.0,100.0,47.0,0.0,0.0,210.0,0.0,0.0,2.0806451612903225,9.047619047619047
Caldwell,1986,210.0,132.0,65.0,13.0,0.0,0.0,0.0,140.0,97.0,46.0,0.0,0.0,210.0,0.0,0.0,2.0307692307692307,6.190476190476191
Durham,1986,351.0,234.0,110.0,5.0,2.0,0.0,0.0,181.0,79.0,42.0,351.0,0.0,0.0,0.0,0.0,2.1272727272727274,1.9943019943019942
Forsyth,1986,340.0,206.0,88.0,40.0,5.0,1.0,0.0,204.0,112.0,44.0,60.0,107.0,158.0,0.0,15.0,2.340909090909091,13.529411764705882
Granville,1986,204.0,87.0,65.0,33.0,19.0,0.0,0.0,200.0,147.0,64.0,0.0,0.0,204.0,0.0,0.0,1.3384615384615384,25.49019607843137
Guilford,1986,183.0,88.0,56.0,25.0,13.0,1.0,0.0,207.0,143.0,54.0,0.0,0.0,183.0,0.0,0.0,1.5714285714285714,21.311475409836063
Martin,1986,206.0,106.0,73.0,24.0,3.0,0.0,0.0,177.0,108.0,50.0,0.0,0.0,206.0,0.0,0.0,1.452054794520548,13.106796116504855
Person,1986,182.0,80.0,60.0,30.0,12.0,0.0,0.0,190.0,136.0,67.0,0.0,0.0,182.0,0.0,0.0,1.3333333333333333,23.076923076923077
Alexander,1987,198.0,86.0,82.0,27.0,3.0,0.0,0.0,161.0,115.0,58.0,0.0,0.0,198.0,0.0,0.0,1.048780487804878,15.151515151515152
Chatham,1987,195.0,105.0,59.0,24.0,7.0,0.0,0.0,179.0,112.0,50.0,0.0,0.0,195.0,0.0,0.0,1.7796610169491525,15.897435897435896
Durham,1987,365.0,236.0,126.0,3.0,0.0,0.0,0.0,118.0,78.0,40.0,345.0,0.0,0.0,0.0,20.0,1.873015873015873,0.821917808219178
Edgecombe,1987,212.0,93.0,72.0,30.0,17.0,0.0,0.0,182.0,136.0,61.0,0.0,0.0,212.0,0.0,0.0,1.2916666666666667,22.169811320754718
Forsyth,1987,365.0,199.0,109.0,51.0,6.0,0.0,0.0,192.0,115.0,48.0,45.0,131.0,178.0,0.0,11.0,1.8256880733944953,15.616438356164384
Granville,1987,204.0,61.0,66.0,45.0,28.0,4.0,0.0,216.0,161.0,84.0,0.0,0.0,204.0,0.0,0.0,0.9242424242424242,37.745098039215684
Guilford,1987,221.0,110.0,72.0,32.0,7.0,0.0,0.0,177.0,115.0,51.0,0.0,0.0,210.0,0.0,11.0,1.5277777777777777,17.647058823529413
Johnston,1987,206.0,69.0,73.0,50.0,13.0,1.0,0.0,202.0,143.0,74.0,0.0,0.0,206.0,0.0,0.0,0.9452054794520548,31.06796116504854
Alexander,1988,50.0,25.0,15.0,9.0,1.0,0.0,0.0,177.0,115.0,54.0,0.0,0.0,50.0,0.0,0.0,1.6666666666666667,20.0
Brunswick,1988,27.0,26.0,1.0,0.0,0.0,0.0,0.0,56.0,39.0,18.0,0.0,0.0,0.0,0.0,27.0,26.0,0.0
Camden,1988,106.0,78.0,21.0,4.0,3.0,0.0,0.0,169.0,84.0,44.0,0.0,0.0,106.0,0.0,0.0,3.7142857142857144,6.60377358490566
Davie,1988,210.0,66.0,64.0,46.0,24.0,10.0,0.0,239.0,169.0,84.0,0.0,0.0,210.0,0.0,0.0,1.03125,38.095238095238095
Durham,1988,366.0,251.0,113.0,2.0,0.0,0.0,0.0,130.0,67.0,40.0,342.0,0.0,0.0,0.0,24.0,2.2212389380530975,0.546448087431694
Forsyth,1988,366.0,197.0,113.0,32.0,19.0,5.0,0.0,214.0,129.0,48.0,61.0,124.0,175.0,0.0,6.0,1.7433628318584071,15.300546448087433
Granville,1988,200.0,75.0,64.0,33.0,15.0,13.0,0.0,219.0,185.0,71.0,0.0,0.0,200.0,0.0,0.0,1.171875,30.5
Guilford,1988,232.0,79.0,76.0,41.0,24.0,12.0,0.0,226.0,172.0,77.0,0.0,0.0,210.0,0.0,22.0,1.0394736842105263,33.189655172413794
Lincoln,1988,214.0,84.0,74.0,34.0,21.0,1.0,0.0,226.0,151.0,67.0,0.0,0.0,214.0,0.0,0.0,1.135135135135135,26.168224299065418
Person,1988,40.0,24.0,9.0,6.0,1.0,0.0,0.0,166.0,119.0,45.0,0.0,0.0,40.0,0.0,0.0,2.6666666666666665,17.5
Robeson,1988,207.0,107.0,62.0,26.0,11.0,1.0,0.0,202.0,122.0,50.0,0.0,0.0,207.0,0.0,0.0,1.7258064516129032,18.357487922705314
Brunswick,1989,107.0,102.0,5.0,0.0,0.0,0.0,0.0,57.0,41.0,19.0,0.0,0.0,0.0,0.0,107.0,20.4,0.0
Caldwell,1989,211.0,121.0,73.0,17.0,0.0,0.0,0.0,136.0,93.0,48.0,0.0,0.0,211.0,0.0,0.0,1.6575342465753424,8.056872037914692
Camden,1989,181.0,98.0,75.0,8.0,0.0,0.0,0.0,126.0,87.0,48.0,0.0,0.0,181.0,0.0,0.0,1.3066666666666666,4.41988950276243
Chatham,1989,197.0,116.0,67.0,14.0,0.0,0.0,0.0,143.0,93.0,45.0,0.0,0.0,197.0,0.0,0.0,1.7313432835820894,7.1065989847715745
Durham,1989,365.0,295.0,68.0,2.0,0.0,0.0,0.0,145.0,59.0,33.0,350.0,0.0,0.0,0.0,15.0,4.338235294117647,0.547945205479452
Forsyth,1989,365.0,206.0,130.0,27.0,2.0,0.0,0.0,164.0,97.0,47.0,133.0,45.0,183.0,0.0,4.0,1.5846153846153845,7.9452054794520555
Granville,1989,209.0,113.0,63.0,26.0,6.0,1.0,0.0,203.0,119.0,49.0,0.0,0.0,209.0,0.0,0.0,1.7936507936507937,15.789473684210526
Guilford,1989,263.0,162.0,82.0,17.0,2.0,0.0,0.0,151.0,93.0,45.0,29.0,0.0,208.0,0.0,26.0,1.975609756097561,7.224334600760455
Martin,1989,209.0,143.0,59.0,7.0,0.0,0.0,0.0,133.0,77.0,42.0,0.0,0.0,209.0,0.0,0.0,2.4237288135593222,3.349282296650718
Person,1989,195.0,135.0,55.0,5.0,0.0,0.0,0.0,143.0,80.0,42.0,0.0,0.0,195.0,0.0,0.0,2.4545454545454546,2.564102564102564
Alexander,1990,214.0,100.0,88.0,26.0,0.0,0.0,0.0,150.0,105.0,51.0,0.0,0.0,214.0,0.0,0.0,1.1363636363636365,12.149532710280374
Avery,1990,348.0,198.0,115.0,30.0,5.0,0.0,0.0,172.0,101.0,48.0,0.0,0.0,348.0,0.0,0.0,1.7217391304347827,10.057471264367816
Brunswick,1990,85.0,85.0,0.0,0.0,0.0,0.0,0.0,45.0,31.0,19.0,0.0,0.0,0.0,0.0,85.0,inf,0.0
Camden,1990,205.0,122.0,65.0,17.0,1.0,0.0,0.0,151.0,100.0,47.0,0.0,0.0,205.0,0.0,0.0,1.876923076923077,8.780487804878048
Durham,1990,365.0,312.0,50.0,3.0,0.0,0.0,0.0,120.0,54.0,33.0,340.0,0.0,0.0,0.0,25.0,6.24,0.821917808219178
Edgecombe,1990,213.0,113.0,66.0,32.0,2.0,0.0,0.0,166.0,108.0,50.0,0.0,0.0,213.0,0.0,0.0,1.7121212121212122,15.96244131455399
Forsyth,1990,365.0,199.0,116.0,43.0,6.0,1.0,0.0,214.0,115.0,49.0,117.0,58.0,187.0,0.0,3.0,1.7155172413793103,13.698630136986301
Granville,1990,203.0,108.0,71.0,21.0,3.0,0.0,0.0,166.0,105.0,49.0,0.0,0.0,203.0,0.0,0.0,1.5211267605633803,11.822660098522167
Guilford,1990,365.0,231.0,91.0,32.0,10.0,1.0,0.0,201.0,105.0,43.0,161.0,0.0,199.0,0.0,5.0,2.5384615384615383,11.78082191780822
Harnett,1990,17.0,16.0,1.0,0.0,0.0,0.0,0.0,53.0,44.0,26.0,0.0,0.0,0.0,0.0,17.0,16.0,0.0
Johnston,1990,211.0,115.0,71.0,21.0,4.0,0.0,0.0,161.0,101.0,49.0,0.0,0.0,211.0,0.0,0.0,1.619718309859155,11.848341232227488
Macon,1990,360.0,287.0,67.0,6.0,0.0,0.0,0.0,126.0,71.0,41.0,0.0,0.0,360.0,0.0,0.0,4.2835820895522385,1.6666666666666667
McDowell,1990,16.0,16.0,0.0,0.0,0.0,0.0,0.0,34.0,29.0,21.0,0.0,0.0,0.0,0.0,16.0,inf,0.0
Mitchell,1990,13.0,13.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,20.0,0.0,0.0,0.0,0.0,13.0,inf,0.0
Montgomery,1990,82.0,74.0,8.0,0.0,0.0,0.0,0.0,93.0,48.0,32.0,0.0,0.0,82.0,0.0,0.0,9.25,0.0
Onslow,1990,20.0,19.0,1.0,0.0,0.0,0.0,0.0,51.0,44.0,23.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0
Pasquotank,1990,18.0,18.0,0.0,0.0,0.0,0.0,0.0,43.0,35.0,22.0,0.0,0.0,0.0,0.0,18.0,inf,0.0
Wayne,1990,17.0,17.0,0.0,0.0,0.0,0.0,0.0,45.0,44.0,22.0,0.0,0.0,0.0,0.0,17.0,inf,0.0
Avery,1991,358.0,225.0,113.0,19.0,1.0,0.0,0.0,151.0,87.0,46.0,0.0,0.0,358.0,0.0,0.0,1.991150442477876,5.58659217877095
Burke,1991,142.0,122.0,19.0,1.0,0.0,0.0,0.0,112.0,54.0,39.0,0.0,0.0,142.0,0.0,0.0,6.421052631578948,0.7042253521126761
Caldwell,1991,211.0,131.0,72.0,7.0,1.0,0.0,0.0,164.0,84.0,47.0,0.0,0.0,211.0,0.0,0.0,1.8194444444444444,3.7914691943127963
Davie,1991,214.0,120.0,76.0,18.0,0.0,0.0,0.0,143.0,100.0,49.0,0.0,0.0,214.0,0.0,0.0,1.5789473684210527,8.411214953271028
Durham,1991,365.0,326.0,39.0,0.0,0.0,0.0,0.0,95.0,52.0,30.0,349.0,0.0,0.0,0.0,16.0,8.35897435897436,0.0
Forsyth,1991,365.0,209.0,121.0,32.0,3.0,0.0,0.0,169.0,100.0,46.0,99.0,57.0,200.0,0.0,9.0,1.7272727272727273,9.58904109589041
Granville,1991,207.0,110.0,81.0,12.0,4.0,0.0,0.0,156.0,97.0,50.0,0.0,0.0,207.0,0.0,0.0,1.3580246913580247,7.729468599033816
Guilford,1991,364.0,270.0,77.0,15.0,2.0,0.0,0.0,172.0,84.0,39.0,172.0,0.0,186.0,0.0,6.0,3.5064935064935066,4.670329670329671
Harnett,1991,60.0,57.0,3.0,0.0,0.0,0.0,0.0,52.0,44.0,23.0,0.0,0.0,0.0,0.0,60.0,19.0,0.0
Haywood,1991,39.0,38.0,1.0,0.0,0.0,0.0,0.0,53.0,44.0,26.0,0.0,0.0,0.0,0.0,39.0,38.0,0.0
Lincoln,1991,212.0,134.0,71.0,7.0,0.0,0.0,0.0,129.0,84.0,47.0,0.0,0.0,212.0,0.0,0.0,1.8873239436619718,3.30188679245283
Macon,1991,359.0,318.0,37.0,4.0,0.0,0.0,0.0,136.0,51.0,35.0,0.0,0.0,359.0,0.0,0.0,8.594594594594595,1.1142061281337048
McDowell,1991,55.0,53.0,2.0,0.0,0.0,0.0,0.0,73.0,41.0,26.0,0.0,0.0,0.0,0.0,55.0,26.5,0.0
Mitchell,1991,55.0,51.0,4.0,0.0,0.0,0.0,0.0,77.0,48.0,25.0,0.0,0.0,0.0,0.0,55.0,12.75,0.0
Montgomery,1991,360.0,253.0,93.0,13.0,1.0,0.0,0.0,190.0,87.0,42.0,0.0,0.0,360.0,0.0,0.0,2.7204301075268815,3.888888888888889
Onslow,1991,60.0,60.0,0.0,0.0,0.0,0.0,0.0,42.0,36.0,21.0,0.0,0.0,0.0,0.0,60.0,inf,0.0
Pasquotank,1991,59.0,57.0,2.0,0.0,0.0,0.0,0.0,54.0,40.0,21.0,0.0,0.0,0.0,0.0,59.0,28.5,0.0
Wayne,1991,59.0,58.0,1.0,0.0,0.0,0.0,0.0,51.0,43.0,23.0,0.0,0.0,0.0,0.0,59.0,58.0,0.0
Alexander,1992,7.0,7.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,17.0,0.0,0.0,0.0,0.0,7.0,inf,0.0
Avery,1992,358.0,266.0,82.0,9.0,1.0,0.0,0.0,159.0,77.0,44.0,0.0,0.0,358.0,0.0,0.0,3.2439024390243905,2.793296089385475
Burke,1992,319.0,289.0,27.0,3.0,0.0,0.0,0.0,108.0,50.0,36.0,0.0,0.0,319.0,0.0,0.0,10.703703703703704,0.9404388714733543
Cabarrus,1992,18.0,18.0,0.0,0.0,0.0,0.0,0.0,35.0,33.0,19.0,0.0,0.0,0.0,0.0,18.0,inf,0.0
Camden,1992,208.0,140.0,55.0,9.0,2.0,2.0,0.0,212.0,87.0,44.0,0.0,0.0,208.0,0.0,0.0,2.5454545454545454,6.25
Catawba,1992,12.0,12.0,0.0,0.0,0.0,0.0,0.0,47.0,38.0,27.0,0.0,0.0,0.0,0.0,12.0,inf,0.0
Chatham,1992,164.0,133.0,30.0,1.0,0.0,0.0,0.0,101.0,61.0,39.0,0.0,0.0,164.0,0.0,0.0,4.433333333333334,0.6097560975609756
Davidson,1992,19.0,19.0,0.0,0.0,0.0,0.0,0.0,47.0,34.0,24.0,0.0,0.0,0.0,0.0,19.0,inf,0.0
Davie,1992,218.0,119.0,76.0,20.0,3.0,0.0,0.0,164.0,101.0,49.0,0.0,0.0,214.0,0.0,4.0,1.5657894736842106,10.550458715596331
Duplin,1992,209.0,139.0,52.0,15.0,3.0,0.0,0.0,161.0,97.0,44.0,0.0,0.0,209.0,0.0,0.0,2.673076923076923,8.61244019138756
Durham,1992,366.0,349.0,17.0,0.0,0.0,0.0,0.0,91.0,42.0,23.0,344.0,0.0,0.0,0.0,22.0,20.529411764705884,0.0
Edgecombe,1992,18.0,18.0,0.0,0.0,0.0,0.0,0.0,35.0,32.0,21.0,0.0,0.0,0.0,0.0,18.0,inf,0.0
Forsyth,1992,366.0,236.0,102.0,26.0,2.0,0.0,0.0,179.0,93.0,44.0,85.0,87.0,191.0,0.0,3.0,2.3137254901960786,7.650273224043716
Gaston,1992,359.0,355.0,4.0,0.0,0.0,0.0,0.0,67.0,33.0,17.0,359.0,0.0,0.0,0.0,0.0,88.75,0.0
Granville,1992,209.0,114.0,70.0,21.0,4.0,0.0,0.0,161.0,115.0,48.0,0.0,0.0,209.0,0.0,0.0,1.6285714285714286,11.961722488038278
Guilford,1992,366.0,291.0,66.0,9.0,0.0,0.0,0.0,143.0,71.0,37.0,165.0,0.0,197.0,0.0,4.0,4.409090909090909,2.459016393442623
Halifax,1992,13.0,13.0,0.0,0.0,0.0,0.0,0.0,35.0,32.0,20.0,0.0,0.0,0.0,0.0,13.0,inf,0.0
Harnett,1992,58.0,56.0,2.0,0.0,0.0,0.0,0.0,64.0,36.0,24.0,0.0,0.0,0.0,0.0,58.0,28.0,0.0
Haywood,1992,59.0,59.0,0.0,0.0,0.0,0.0,0.0,48.0,41.0,26.0,0.0,0.0,0.0,0.0,59.0,inf,0.0
Lincoln,1992,213.0,155.0,47.0,11.0,0.0,0.0,0.0,126.0,77.0,43.0,0.0,0.0,200.0,0.0,13.0,3.297872340425532,5.164319248826291
Macon,1992,360.0,319.0,37.0,4.0,0.0,0.0,0.0,147.0,54.0,36.0,0.0,0.0,360.0,0.0,0.0,8.621621621621621,1.1111111111111112
Martin,1992,213.0,154.0,52.0,5.0,2.0,0.0,0.0,161.0,77.0,42.0,0.0,0.0,213.0,0.0,0.0,2.9615384615384617,3.286384976525822
McDowell,1992,58.0,58.0,0.0,0.0,0.0,0.0,0.0,45.0,36.0,24.0,0.0,0.0,0.0,0.0,58.0,inf,0.0
Mitchell,1992,53.0,52.0,1.0,0.0,0.0,0.0,0.0,51.0,39.0,22.0,0.0,0.0,0.0,0.0,53.0,52.0,0.0
Montgomery,1992,362.0,254.0,90.0,15.0,3.0,0.0,0.0,166.0,87.0,42.0,0.0,0.0,362.0,0.0,0.0,2.8222222222222224,4.972375690607735
Onslow,1992,60.0,59.0,1.0,0.0,0.0,0.0,0.0,58.0,33.0,19.0,0.0,0.0,0.0,0.0,60.0,59.0,0.0
Pasquotank,1992,61.0,56.0,5.0,0.0,0.0,0.0,0.0,67.0,32.0,19.0,0.0,0.0,0.0,0.0,61.0,11.2,0.0
Person,1992,204.0,140.0,56.0,7.0,1.0,0.0,0.0,172.0,84.0,44.0,0.0,0.0,204.0,0.0,0.0,2.5,3.9215686274509802
Rowan,1992,4.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,16.0,0.0,0.0,0.0,0.0,4.0,inf,0.0
Wayne,1992,61.0,60.0,1.0,0.0,0.0,0.0,0.0,51.0,33.0,21.0,0.0,0.0,0.0,0.0,61.0,60.0,0.0
Wilson,1992,17.0,17.0,0.0,0.0,0.0,0.0,0.0,40.0,33.0,18.0,0.0,0.0,0.0,0.0,17.0,inf,0.0
Yancey,1992,169.0,89.0,67.0,12.0,1.0,0.0,0.0,151.0,93.0,50.0,0.0,0.0,169.0,0.0,0.0,1.328358208955224,7.6923076923076925
Alamance,1993,13.0,13.0,0.0,0.0,0.0,0.0,0.0,31.0,27.0,19.0,0.0,0.0,0.0,0.0,13.0,inf,0.0
Alexander,1993,57.0,56.0,1.0,0.0,0.0,0.0,0.0,55.0,36.0,20.0,0.0,0.0,0.0,0.0,57.0,56.0,0.0
Avery,1993,354.0,231.0,104.0,17.0,2.0,0.0,0.0,174.0,87.0,45.0,0.0,0.0,354.0,0.0,0.0,2.2211538461538463,5.367231638418079
Beaufort,1993,12.0,12.0,0.0,0.0,0.0,0.0,0.0,39.0,28.0,15.0,0.0,0.0,0.0,0.0,12.0,inf,0.0
Burke,1993,359.0,259.0,90.0,9.0,1.0,0.0,0.0,159.0,77.0,42.0,0.0,0.0,359.0,0.0,0.0,2.8777777777777778,2.785515320334262
Cabarrus,1993,55.0,54.0,1.0,0.0,0.0,0.0,0.0,51.0,38.0,22.0,0.0,0.0,0.0,0.0,55.0,54.0,0.0
Caldwell,1993,206.0,113.0,79.0,14.0,0.0,0.0,0.0,140.0,93.0,48.0,0.0,0.0,206.0,0.0,0.0,1.4303797468354431,6.796116504854369
Camden,1993,211.0,123.0,66.0,21.0,1.0,0.0,0.0,164.0,101.0,47.0,0.0,0.0,211.0,0.0,0.0,1.8636363636363635,10.42654028436019
Caswell,1993,64.0,21.0,22.0,13.0,8.0,0.0,0.0,179.0,151.0,80.0,3.0,8.0,53.0,0.0,0.0,0.9545454545454546,32.8125
Catawba,1993,55.0,54.0,1.0,0.0,0.0,0.0,0.0,55.0,41.0,25.0,0.0,0.0,0.0,0.0,55.0,54.0,0.0
Davidson,1993,61.0,60.0,1.0,0.0,0.0,0.0,0.0,52.0,42.0,27.0,0.0,0.0,0.0,0.0,61.0,60.0,0.0
Davie,1993,237.0,107.0,71.0,55.0,4.0,0.0,0.0,166.0,126.0,54.0,0.0,0.0,214.0,0.0,23.0,1.5070422535211268,24.894514767932492
Duplin,1993,208.0,109.0,77.0,20.0,2.0,0.0,0.0,161.0,112.0,50.0,0.0,0.0,208.0,0.0,0.0,1.4155844155844155,10.576923076923077
Durham,1993,365.0,261.0,70.0,30.0,4.0,0.0,0.0,166.0,97.0,36.0,182.0,0.0,173.0,0.0,10.0,3.7285714285714286,9.315068493150685
Edgecombe,1993,239.0,114.0,72.0,41.0,11.0,1.0,0.0,201.0,136.0,54.0,0.0,0.0,214.0,0.0,25.0,1.5833333333333333,22.17573221757322
Forsyth,1993,365.0,204.0,90.0,57.0,14.0,0.0,0.0,185.0,129.0,47.0,86.0,88.0,186.0,0.0,5.0,2.2666666666666666,19.45205479452055
Franklin,1993,113.0,53.0,29.0,21.0,10.0,0.0,0.0,177.0,147.0,58.0,1.0,0.0,112.0,0.0,0.0,1.8275862068965518,27.43362831858407
Gaston,1993,150.0,150.0,0.0,0.0,0.0,0.0,0.0,49.0,35.0,22.0,150.0,0.0,0.0,0.0,0.0,inf,0.0
Granville,1993,209.0,76.0,57.0,58.0,17.0,1.0,0.0,207.0,150.0,77.0,0.0,0.0,209.0,0.0,0.0,1.3333333333333333,36.36363636363637
Guilford,1993,365.0,244.0,65.0,43.0,13.0,0.0,0.0,177.0,122.0,39.0,145.0,0.0,210.0,0.0,10.0,3.753846153846154,15.342465753424658
Halifax,1993,50.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,38.0,21.0,0.0,0.0,0.0,0.0,50.0,inf,0.0
Harnett,1993,52.0,52.0,0.0,0.0,0.0,0.0,0.0,44.0,41.0,23.0,0.0,0.0,0.0,0.0,52.0,inf,0.0
Haywood,1993,134.0,91.0,41.0,2.0,0.0,0.0,0.0,126.0,77.0,44.0,0.0,0.0,88.0,0.0,46.0,2.2195121951219514,1.4925373134328357
Johnston,1993,78.0,31.0,40.0,7.0,0.0,0.0,0.0,140.0,100.0,58.0,0.0,0.0,78.0,0.0,0.0,0.775,8.974358974358974
Lincoln,1993,237.0,109.0,73.0,46.0,8.0,1.0,0.0,214.0,122.0,61.0,0.0,0.0,214.0,0.0,23.0,1.4931506849315068,23.20675105485232
Macon,1993,354.0,297.0,53.0,4.0,0.0,0.0,0.0,119.0,67.0,38.0,0.0,0.0,354.0,0.0,0.0,5.60377358490566,1.1299435028248588
McDowell,1993,50.0,48.0,2.0,0.0,0.0,0.0,0.0,62.0,39.0,24.0,0.0,0.0,0.0,0.0,50.0,24.0,0.0
Mitchell,1993,50.0,49.0,1.0,0.0,0.0,0.0,0.0,59.0,44.0,25.0,0.0,0.0,0.0,0.0,50.0,49.0,0.0
Montgomery,1993,359.0,221.0,100.0,35.0,3.0,0.0,0.0,174.0,105.0,44.0,0.0,0.0,359.0,0.0,0.0,2.21,10.584958217270195
Onslow,1993,58.0,58.0,0.0,0.0,0.0,0.0,0.0,47.0,32.0,21.0,0.0,0.0,0.0,0.0,58.0,inf,0.0
Pasquotank,1993,59.0,59.0,0.0,0.0,0.0,0.0,0.0,39.0,31.0,16.0,0.0,0.0,0.0,0.0,59.0,inf,0.0
Rockingham,1993,76.0,28.0,26.0,19.0,3.0,0.0,0.0,156.0,133.0,71.0,1.0,0.0,75.0,0.0,0.0,1.0769230769230769,28.947368421052634
Rowan,1993,114.0,68.0,23.0,17.0,5.0,1.0,0.0,222.0,126.0,43.0,1.0,1.0,63.0,0.0,49.0,2.9565217391304346,20.175438596491226
Wayne,1993,61.0,61.0,0.0,0.0,0.0,0.0,0.0,43.0,33.0,22.0,0.0,0.0,0.0,0.0,61.0,inf,0.0
Wilson,1993,59.0,59.0,0.0,0.0,0.0,0.0,0.0,41.0,34.0,19.0,0.0,0.0,0.0,0.0,59.0,inf,0.0
Yancey,1993,158.0,36.0,85.0,31.0,6.0,0.0,0.0,166.0,115.0,74.0,0.0,0.0,158.0,0.0,0.0,0.4235294117647059,23.417721518987342
Alamance,1994,58.0,57.0,1.0,0.0,0.0,0.0,0.0,54.0,35.0,21.0,0.0,0.0,0.0,0.0,58.0,57.0,0.0
Alexander,1994,232.0,157.0,65.0,9.0,1.0,0.0,0.0,151.0,87.0,44.0,0.0,0.0,205.0,0.0,27.0,2.4153846153846152,4.310344827586207
Avery,1994,361.0,266.0,82.0,12.0,1.0,0.0,0.0,185.0,77.0,43.0,0.0,0.0,361.0,0.0,0.0,3.2439024390243905,3.6011080332409975
Beaufort,1994,59.0,59.0,0.0,0.0,0.0,0.0,0.0,32.0,24.0,14.0,0.0,0.0,0.0,0.0,59.0,inf,0.0
Burke,1994,360.0,269.0,74.0,14.0,3.0,0.0,0.0,174.0,80.0,41.0,0.0,0.0,360.0,0.0,0.0,3.635135135135135,4.722222222222222
Cabarrus,1994,54.0,53.0,1.0,0.0,0.0,0.0,0.0,53.0,31.0,20.0,0.0,0.0,0.0,0.0,54.0,53.0,0.0
Camden,1994,202.0,126.0,59.0,15.0,2.0,0.0,0.0,156.0,97.0,45.0,0.0,0.0,202.0,0.0,0.0,2.135593220338983,8.415841584158416
Carteret,1994,322.0,266.0,47.0,8.0,1.0,0.0,0.0,154.0,71.0,39.0,0.0,0.0,322.0,0.0,0.0,5.659574468085107,2.7950310559006213
Caswell,1994,183.0,101.0,59.0,20.0,2.0,1.0,0.0,202.0,105.0,48.0,5.0,8.0,170.0,0.0,0.0,1.7118644067796611,12.568306010928962
Catawba,1994,55.0,54.0,1.0,0.0,0.0,0.0,0.0,53.0,36.0,22.0,0.0,0.0,0.0,0.0,55.0,54.0,0.0
Chatham,1994,186.0,153.0,29.0,4.0,0.0,0.0,0.0,122.0,77.0,34.0,2.0,39.0,126.0,0.0,19.0,5.275862068965517,2.1505376344086025
Davidson,1994,61.0,60.0,1.0,0.0,0.0,0.0,0.0,64.0,34.0,24.0,0.0,0.0,0.0,0.0,61.0,60.0,0.0
Davie,1994,237.0,192.0,44.0,1.0,0.0,0.0,0.0,108.0,64.0,39.0,0.0,0.0,212.0,0.0,25.0,4.363636363636363,0.42194092827004215
