County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,Good_to_Moderate_Ratio,Unhealthy_Days_Percentage,Average CO Value,Median CO Value,90th Percentile CO Value,Average NO2 Value,Median NO2 Value,90th Percentile NO2 Value,Average OZONE Value,Median OZONE Value,90th Percentile OZONE Value,Average PM2 Value,Median PM2 Value,90th Percentile PM2 Value,Average PM10 Value,Median PM10 Value,90th Percentile PM10 Value,90th Percentile Sum,Average 90th Percentile
Wake,1982,265.0,139.0,90.0,30.0,5.0,1.0,0.0,203.0,108.0,50.0,106.0,0.0,159.0,0.0,0.0,1.5444444444444445,13.58490566037736,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1983,331.0,104.0,158.0,51.0,16.0,2.0,0.0,208.0,129.0,68.0,197.0,0.0,134.0,0.0,0.0,0.6582278481012658,20.84592145015106,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1984,361.0,117.0,195.0,38.0,7.0,4.0,0.0,222.0,115.0,61.0,260.0,0.0,101.0,0.0,0.0,0.6,13.573407202216067,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1985,365.0,134.0,186.0,41.0,3.0,1.0,0.0,202.0,105.0,59.0,227.0,0.0,138.0,0.0,0.0,0.7204301075268817,12.32876712328767,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1986,365.0,91.0,197.0,61.0,16.0,0.0,0.0,190.0,126.0,70.0,245.0,0.0,119.0,0.0,1.0,0.4619289340101523,21.095890410958905,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1987,359.0,153.0,151.0,43.0,10.0,2.0,0.0,208.0,119.0,57.0,195.0,0.0,157.0,0.0,7.0,1.0132450331125828,15.32033426183844,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1988,366.0,146.0,143.0,44.0,18.0,15.0,0.0,227.0,147.0,58.0,186.0,0.0,177.0,0.0,3.0,1.020979020979021,21.03825136612022,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1989,365.0,217.0,110.0,30.0,8.0,0.0,0.0,185.0,101.0,47.0,182.0,7.0,174.0,0.0,2.0,1.9727272727272729,10.41095890410959,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1990,365.0,178.0,130.0,44.0,12.0,1.0,0.0,206.0,119.0,51.0,140.0,31.0,194.0,0.0,0.0,1.3692307692307693,15.616438356164384,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1991,365.0,181.0,152.0,28.0,4.0,0.0,0.0,179.0,97.0,51.0,135.0,43.0,186.0,0.0,1.0,1.1907894736842106,8.767123287671232,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1992,366.0,240.0,108.0,18.0,0.0,0.0,0.0,147.0,87.0,43.0,104.0,78.0,182.0,0.0,2.0,2.2222222222222223,4.918032786885246,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1993,365.0,198.0,112.0,41.0,14.0,0.0,0.0,192.0,115.0,47.0,112.0,57.0,195.0,0.0,1.0,1.7678571428571428,15.068493150684931,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1994,365.0,213.0,110.0,31.0,11.0,0.0,0.0,197.0,108.0,46.0,159.0,0.0,202.0,0.0,4.0,1.9363636363636365,11.506849315068491,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1995,365.0,223.0,85.0,43.0,14.0,0.0,0.0,185.0,115.0,44.0,160.0,0.0,203.0,0.0,2.0,2.623529411764706,15.616438356164384,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1996,366.0,219.0,94.0,38.0,15.0,0.0,0.0,187.0,119.0,46.0,157.0,0.0,201.0,0.0,8.0,2.3297872340425534,14.48087431693989,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1997,365.0,200.0,88.0,54.0,22.0,1.0,0.0,209.0,136.0,47.0,154.0,0.0,207.0,0.0,4.0,2.272727272727273,21.095890410958905,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1998,365.0,199.0,76.0,43.0,40.0,7.0,0.0,215.0,156.0,47.0,152.0,0.0,208.0,0.0,5.0,2.6184210526315788,24.65753424657534,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
Wake,1999,363.0,134.0,156.0,41.0,23.0,9.0,0.0,220.0,143.0,58.0,21.0,0.0,161.0,181.0,0.0,0.8589743589743589,20.110192837465565,0.3650735294117646,0.4,6.0,14.964312267657991,13.9,24.0,0.0416187499999999,0.0415,51.0,9.511730205278592,8.3,57.89999999999998,17.12890625,16.0,25.0,163.89999999999998,32.779999999999994
